layer,text,value,uplink,fCode
3,A05.4 セレウス菌食中毒,010048,010003,A
3,A05.8 その他の明示された細菌性食中毒,010049,010003,A
3,A05.9 細菌性食中毒,詳細不明,010050,010003,A
3,A06 アメーバ症,010051,010003,A
3,A06.0 急性アメーバ赤痢,010052,010003,A
3,A06.1 慢性腸アメーバ症,010053,010003,A
3,A06.2 アメーバ性非赤痢性大腸炎,010054,010003,A
3,A06.3 腸管アメ-バ肉芽腫,010055,010003,A
3,A06.4 アメーバ性肝膿瘍,010056,010003,A
3,A06.5† アメーバ性肺膿瘍(J99.8*),010057,010003,A
3,A06.6† アメーバ性脳膿瘍(G07*),010058,010003,A
3,A06.7 皮膚アメーバ症,010059,010003,A
3,A06.8 その他の部位のアメーバ感染症,010060,010003,A
3,A06.9 アメーバ症,詳細不明,010061,010003,A
3,A07 その他の原虫性腸疾患,010062,010003,A
3,A07.0 バランチジウム症,010063,010003,A
3,A07.1 ジアルジア症[ランブル鞭毛虫症],010064,010003,A
3,A07.2 クリプトスポリジウム症,010065,010003,A
3,A07.3 イソスポラ症,010066,010003,A
3,A07.8 その他の明示された原虫性腸疾患,010067,010003,A
3,A07.9 原虫性腸疾患,詳細不明,010068,010003,A
3,A08 ウイルス性及びその他の明示された腸管感染症,010069,010003,A
3,A08.0 ロタウイルス性腸炎,010070,010003,A
3,A08.1 ノーウォーク様ウイルスによる急性胃腸症,010071,010003,A
3,A08.2 アデノウイルス性腸炎,010072,010003,A
3,A08.3 その他のウイルス性腸炎,010073,010003,A
3,A08.4 ウイルス性腸管感染症,詳細不明,010074,010003,A
3,A08.5 その他の明示された腸管感染症,010075,010003,A
3,A08.5a 伝染性下痢症,010076,010003,A
3,A08.5b その他,010077,010003,A
3,A09 その他の胃腸炎及び大腸炎,感染症及び詳細不明の原因によるもの,010078,010003,A
3,A09.0 感染症が原因のその他及び詳細不明の胃腸炎及び大腸炎,010079,010003,A
3,A09.9 詳細不明の原因による胃腸炎及び大腸炎,010080,010003,A
2,(A15-A19) 結核(A15-A19),010081,010002,A
3,A15 呼吸器結核,細菌学的又は組織学的に確認されたもの,010082,010081,A
3,A15.0 肺結核,培養の有無にかかわらず喀痰鏡検により確認されたもの,010083,010081,A
3,A15.1 肺結核,培養のみにより確認されたもの,010084,010081,A
3,A15.2 肺結核,組織学的に確認されたもの,010085,010081,A
3,A15.3 肺結核,確認されてはいるが,その方法については詳細不明のもの,010086,010081,A
3,A15.4 胸腔内リンパ節結核,細菌学的又は組織学的に確認されたもの,010087,010081,A
3,A15.5 喉頭,気管及び気管支の結核,細菌学的又は組織学的に確認されたもの,010088,010081,A
3,A15.6 結核性胸膜炎,細菌学的又は組織学的に確認されたもの,010089,010081,A
3,A15.7 初感染呼吸器結核,細菌学的又は組織学的に確認されたもの,010090,010081,A
3,A15.8 その他の呼吸器結核,細菌学的又は組織学的に確認されたもの,010091,010081,A
3,A15.9 詳細不明の呼吸器結核,細菌学的又は組織学的に確認されたもの,010092,010081,A
3,A16 呼吸器結核,細菌学的又は組織学的に確認されていないもの,010093,010081,A
3,A16.0 肺結核,細菌学的及び組織学的検査陰性のもの,010094,010081,A
3,A16.1 肺結核,細菌学的及び組織学的検査が実施されていないもの,010095,010081,A
3,A16.2 肺結核,細菌学的又は組織学的確認の記載がないもの,010096,010081,A
3,A16.3 胸腔内リンパ節結核,細菌学的又は組織学的確認の記載がないもの,010097,010081,A
3,A16.4 喉頭,気管及び気管支の結核,細菌学的又は組織学的確認の記載がないもの,010098,010081,A
3,A16.5 結核性胸膜炎,細菌学的又は組織学的確認の記載がないもの,010099,010081,A
3,A16.7 初感染呼吸器結核,細菌学的又は組織学的確認の記載がないもの,010100,010081,A
3,A16.8 その他の呼吸器結核,細菌学的又は組織学的確認の記載がないもの,010101,010081,A
3,A16.9 詳細不明の呼吸器結核,細菌学的又は組織学的確認の記載がないもの,010102,010081,A
3,A17† 神経系結核,010103,010081,A
3,A17.0† 結核性髄膜炎(G01*),010104,010081,A
3,A17.1† 髄膜(性)結核腫,010105,010081,A
3,A17.8† その他の神経系結核,010106,010081,A
3,A17.9† 神経系結核,詳細不明(G99.8*),010107,010081,A
3,A18 その他の臓器の結核,010108,010081,A
3,A18.0† 骨及び関節の結核,010109,010081,A
3,A18.1 腎尿路生殖器系の結核,010110,010081,A
3,A18.2 結核性末梢(性)リンパ節症,010111,010081,A
3,A18.3 腸,腹膜及び腸間膜リンパ節の結核,010112,010081,A
3,A18.4 皮膚及び皮下組織の結核,010113,010081,A
3,A18.5 眼の結核,010114,010081,A
3,A18.6 耳の結核,010115,010081,A
3,A18.7† 副腎の結核(E35.1*),010116,010081,A
3,A18.8 その他の明示された臓器の結核,010117,010081,A
3,A19 粟粒結核,010118,010081,A
3,A19.0 急性粟粒結核,単一の明示された部位,010119,010081,A
3,A19.1 急性粟粒結核,多部位,010120,010081,A
3,A19.2 急性粟粒結核,詳細不明,010121,010081,A
3,A19.8 その他の粟粒結核,010122,010081,A
3,A19.9 粟粒結核,詳細不明,010123,010081,A
2,(A20-A28) 人畜共通細菌性疾患(A20-A28),010124,010002,A
3,A20 ペスト,010125,010124,A
3,A20.0 腺ペスト,010126,010124,A
3,A20.1 皮膚結合織ペスト,010127,010124,A
3,A20.2 肺ペスト,010128,010124,A
3,A20.3 ペスト髄膜炎,010129,010124,A
3,A20.7 ペスト敗血症,010130,010124,A
3,A20.8 その他の型のペスト,010131,010124,A
3,A20.9 ペスト,詳細不明,010132,010124,A
3,A21 野兎病〈ツラレミア〉,010133,010124,A
3,A21.0 潰瘍リンパ節型野兎病〈ツラレミア〉,010134,010124,A
3,A21.1 眼リンパ節型野兎病〈ツラレミア〉,010135,010124,A
3,A21.2 肺野兎病〈ツラレミア〉,010136,010124,A
3,A21.3 胃腸野兎病〈ツラレミア〉,010137,010124,A
3,A21.7 全身性野兎病〈ツラレミア〉,010138,010124,A
3,A21.8 その他の型の野兎病〈ツラレミア〉,010139,010124,A
3,A21.9 野兎病〈ツラレミア〉,詳細不明,010140,010124,A
3,A22 炭疽,010141,010124,A
3,A22.0 皮膚炭疽,010142,010124,A
3,A22.1 肺炭疽,010143,010124,A
3,A22.2 胃腸炭疽,010144,010124,A
3,A22.7 炭疽敗血症,010145,010124,A
3,A22.8 その他の型の炭疽,010146,010124,A
3,A22.9 炭疽,詳細不明,010147,010124,A
3,A23 ブルセラ症,010148,010124,A
3,A23.0 メリテンジス菌によるブルセラ症,010149,010124,A
3,A23.1 ウシ流産菌によるブルセラ症,010150,010124,A
3,A23.2 ブタ流産菌によるブルセラ症,010151,010124,A
3,A23.3 イヌ流産菌によるブルセラ症,010152,010124,A
3,A23.8 その他のブルセラ症,010153,010124,A
3,A23.9 ブルセラ症,詳細不明,010154,010124,A
3,A24 鼻疽及び類鼻疽,010155,010124,A
3,A24.0 鼻疽,010156,010124,A
3,A24.1 急性及び劇症類鼻疽,010157,010124,A
3,A24.2 亜急性及び慢性類鼻疽,010158,010124,A
3,A24.3 その他の類鼻疽,010159,010124,A
3,A24.4 類鼻疽,詳細不明,010160,010124,A
3,A25 鼠咬症,010161,010124,A
3,A25.0 鼠咬症スピリルム症〈らせん菌症〉,010162,010124,A
3,A25.1 連鎖桿菌症,010163,010124,A
3,A25.9 鼠咬症,詳細不明,010164,010124,A
3,A26 類丹毒,010165,010124,A
3,A26.0 皮膚類丹毒,010166,010124,A
3,A26.7 類丹毒性敗血症,010167,010124,A
3,A26.8 その他の型の類丹毒,010168,010124,A
3,A26.9 類丹毒,詳細不明,010169,010124,A
3,A27 レプトスピラ症,010170,010124,A
3,A27.0 黄疸出血性レプトスピラ症〈ワイル病〉,010171,010124,A
3,A27.0A 黄疸出血性レプトスピラ症〈ワイル病〉,髄膜炎を伴うもの,010172,010124,A
3,A27.0B その他,010173,010124,A
3,A27.8 その他の型のレプトスピラ症,010174,010124,A
3,A27.8A その他の型のレプトスピラ症,髄膜炎を伴うもの,010175,010124,A
3,A27.8B その他,010176,010124,A
3,A27.9 レプトスピラ症,詳細不明,010177,010124,A
3,A28 その他の人畜共通細菌性疾患,他に分類されないもの,010178,010124,A
3,A28.0 パスツレラ症,010179,010124,A
3,A28.1 ネコひっかき〈猫掻〉病,010180,010124,A
3,A28.2 腸管外エルシニア症,010181,010124,A
3,A28.8 その他の明示された人畜共通細菌性疾患,他に分類されないもの,010182,010124,A
3,A28.9 人畜共通細菌性疾患,詳細不明,010183,010124,A
2,(A30-A49) その他の細菌性疾患(A30-A49),010184,010002,A
3,A30 ハンセン〈Hansen〉病,010185,010184,A
3,A30.0 ハンセン〈Hansen〉病I群,010186,010184,A
3,A30.1 ハンセン〈Hansen〉病TT型,010187,010184,A
3,A30.2 ハンセン〈Hansen〉病BT型,010188,010184,A
3,A30.3 ハンセン〈Hansen〉病BB型,010189,010184,A
3,A30.4 ハンセン〈Hansen〉病BL型,010190,010184,A
3,A30.5 ハンセン〈Hansen〉病LL型,010191,010184,A
3,A30.8 その他の型のハンセン〈Hansen〉病,010192,010184,A
3,A30.9 ハンセン〈Hansen〉病,詳細不明,010193,010184,A
3,A31 その他の非結核性抗酸菌による感染症,010194,010184,A
3,A31.0 肺非結核性抗酸菌感染症,010195,010184,A
3,A31.1 皮膚非結核性抗酸菌感染症,010196,010184,A
3,A31.8 その他の非結核性抗酸菌感染症,010197,010184,A
3,A31.9 非結核性抗酸菌感染症,詳細不明,010198,010184,A
3,A32 リステリア症,010199,010184,A
3,A32.0 皮膚リステリア症,010200,010184,A
3,A32.1† リステリア性髄膜炎及び髄膜脳炎,010201,010184,A
3,A32.7 リステリア性敗血症,010202,010184,A
3,A32.8 その他の型のリステリア症,010203,010184,A
3,A32.9 リステリア症,詳細不明,010204,010184,A
3,A33 新生児破傷風,010205,010184,A
3,A34 産科破傷風,010206,010184,A
3,A35 その他の破傷風,010207,010184,A
3,A36 ジフテリア,010208,010184,A
3,A36.0 咽頭ジフテリア,010209,010184,A
3,A36.1 鼻咽頭ジフテリア,010210,010184,A
3,A36.2 喉頭ジフテリア,010211,010184,A
3,A36.3 皮膚ジフテリア,010212,010184,A
3,A36.8 その他のジフテリア,010213,010184,A
3,A36.9 ジフテリア,詳細不明,010214,010184,A
3,A37 百日咳,010215,010184,A
3,A37.0 百日咳菌による百日咳,010216,010184,A
3,A37.1 パラ百日咳菌による百日咳,010217,010184,A
3,A37.8 その他のボルデテラ属菌種による百日咳,010218,010184,A
3,A37.9 百日咳,詳細不明,010219,010184,A
3,A38 猩紅熱,010220,010184,A
3,A39 髄膜炎菌感染症,010221,010184,A
3,A39.0† 髄膜炎菌性髄膜炎(G01*),010222,010184,A
3,A39.1† ウォーターハウス・フリーデリクセン〈Waterhouse-Friderichsen〉症候群(E35.1*),010223,010184,A
3,A39.2 急性髄膜炎菌菌血症,010224,010184,A
3,A39.3 慢性髄膜炎菌菌血症,010225,010184,A
3,A39.4 髄膜炎菌菌血症,詳細不明,010226,010184,A
3,A39.5† 髄膜炎菌性心疾患,010227,010184,A
3,A39.8 その他の髄膜炎菌感染症,010228,010184,A
3,A39.9 髄膜炎菌感染症,詳細不明,010229,010184,A
3,A39.9A 侵襲性髄膜炎菌感染症,010230,010184,A
3,A39.9B その他,010231,010184,A
3,A40 連鎖球菌性敗血症,010232,010184,A
3,A40.0 A群連鎖球菌による敗血症,010233,010184,A
3,A40.0A 劇症型A群連鎖球菌による敗血症,010234,010184,A
3,A40.0B その他,010235,010184,A
3,A40.1 B群連鎖球菌による敗血症,010236,010184,A
3,A40.2 D群連鎖球菌による敗血症,010237,010184,A
3,A40.3 肺炎連鎖球菌による敗血症,010238,010184,A
3,A40.3A ペニシリン耐性肺炎球菌敗血症,010239,010184,A
3,A40.3B 肺炎球菌性敗血症,010240,010184,A
3,A40.8 その他の連鎖球菌性敗血症,010241,010184,A
3,A40.8A 劇症型溶血性連鎖球菌性敗血症,010242,010184,A
3,A40.8B その他,010243,010184,A
3,A40.8C 薬剤耐性連鎖球菌敗血症,010244,010184,A
3,A40.9 連鎖球菌性敗血症,詳細不明,010245,010184,A
3,A41 その他の敗血症,010246,010184,A
3,A41.0 黄色ブドウ球菌による敗血症,010247,010184,A
3,A41.0A メチシリン耐性黄色ブドウ球菌敗血症,010248,010184,A
3,A41.0B バンコマイシン耐性黄色ブドウ球菌敗血症,010249,010184,A
3,A41.0C 薬剤耐性黄色ブドウ球菌敗血症,010250,010184,A
3,A41.0D その他,010251,010184,A
3,A41.1 その他の明示されたブドウ球菌による敗血症,010252,010184,A
3,A41.1A 薬剤耐性ブドウ球菌敗血症,010253,010184,A
3,A41.1B その他,010254,010184,A
3,A41.2 詳細不明のブドウ球菌による敗血症,010255,010184,A
3,A41.3 インフルエンザ菌による敗血症,010256,010184,A
3,A41.4 嫌気性菌による敗血症,010257,010184,A
3,A41.4A バンコマイシン耐性腸球菌敗血症,010258,010184,A
3,A41.4B その他,010259,010184,A
3,A41.5 その他のグラム陰性菌による敗血症,010260,010184,A
3,A41.5A 薬剤耐性緑膿菌敗血症,010261,010184,A
3,A41.5B その他,010262,010184,A
3,A41.5C 薬剤耐性アシネトバクター敗血症,010263,010184,A
3,A41.5D カルバペネム耐性腸内細菌科細菌敗血症,010264,010184,A
3,A41.8 その他の明示された敗血症,010265,010184,A
3,A41.8A 薬剤耐性細菌敗血症,010266,010184,A
3,A41.8B その他,010267,010184,A
3,A41.9 敗血症,詳細不明,010268,010184,A
3,A42 放線菌症〈アクチノミセス症〉,010269,010184,A
3,A42.0 肺放線菌症〈アクチノミセス症〉,010270,010184,A
3,A42.1 腹部放線菌症〈アクチノミセス症〉,010271,010184,A
3,A42.2 頚部顔面放線菌症〈アクチノミセス症〉,010272,010184,A
3,A42.7 放線菌症〈アクチノミセス症〉性敗血症,010273,010184,A
3,A42.8 その他の型の放線菌症〈アクチノミセス症〉,010274,010184,A
3,A42.9 放線菌症〈アクチノミセス症〉,詳細不明,010275,010184,A
3,A43 ノカルジア症,010276,010184,A
3,A43.0 肺ノカルジア症,010277,010184,A
3,A43.1 皮膚ノカルジア症,010278,010184,A
3,A43.8 その他の型のノカルジア症,010279,010184,A
3,A43.9 ノカルジア症,詳細不明,010280,010184,A
3,A44 バルトネラ症,010281,010184,A
3,A44.0 全身性バルトネラ症,010282,010184,A
3,A44.1 皮膚及び皮膚粘膜バルトネラ症,010283,010184,A
3,A44.8 その他の型のバルトネラ症,010284,010184,A
3,A44.9 バルトネラ症,詳細不明,010285,010184,A
3,A46 丹毒,010286,010184,A
3,A48 その他の細菌性疾患,他に分類されないもの,010287,010184,A
3,A48.0 ガスえ〈壊〉疽,010288,010184,A
3,A48.1 レジオネラ症〈在郷軍人病〉,010289,010184,A
3,A48.2 非肺炎性レジオネラ症[ポンティアック〈Pontiac〉熱],010290,010184,A
3,A48.3 毒素ショック症候群,010291,010184,A
3,A48.4 ブラジル紫斑熱,010292,010184,A
3,A48.8 その他の明示された細菌性疾患,010293,010184,A
3,A49 部位不明の細菌感染症,010294,010184,A
3,A49.0 ブドウ球菌感染症,部位不明,010295,010184,A
3,A49.0A メチシリン耐性黄色ブドウ球菌感染症,010296,010184,A
3,A49.0B バンコマイシン耐性黄色ブドウ球菌感染症,010297,010184,A
3,A49.0C 薬剤耐性ブドウ球菌感染症,010298,010184,A
3,A49.0D その他,010299,010184,A
3,A49.1 連鎖球菌感染症,部位不明,010300,010184,A
3,A49.1A 劇症型溶血性連鎖球菌感染症,010301,010184,A
3,A49.1B その他,010302,010184,A
3,A49.1C ペニシリン耐性肺炎球菌感染症,010303,010184,A
3,A49.1D 薬剤耐性連鎖球菌感染症,010304,010184,A
3,A49.1E 侵襲性肺炎球菌感染症,010305,010184,A
3,A49.2 インフルエンザ菌感染症,部位不明,010306,010184,A
3,A49.2A 侵襲性インフルエンザ菌感染症,010307,010184,A
3,A49.2B その他,010308,010184,A
3,A49.3 マイコプラズマ感染症,部位不明,010309,010184,A
3,A49.8 部位不明のその他の細菌感染症,010310,010184,A
3,A49.8A バンコマイシン耐性腸球菌感染症,010311,010184,A
3,A49.8B 薬剤耐性緑膿菌感染症,010312,010184,A
3,A49.8C 薬剤耐性細菌感染症,010313,010184,A
3,A49.8D その他,010314,010184,A
3,A49.8E 薬剤耐性アシネトバクター感染症,010315,010184,A
3,A49.8F カルバペネム耐性腸内細菌科細菌感染症,010316,010184,A
3,A49.9 細菌感染症,詳細不明,010317,010184,A
2,(A50-A64) 主として性的伝播様式をとる感染症(A50-A64),010318,010002,A
3,A50 先天梅毒,010319,010318,A
3,A50.0 早期先天梅毒,顕症,010320,010318,A
3,A50.1 早期先天梅毒,潜伏性,010321,010318,A
3,A50.2 早期先天梅毒,詳細不明,010322,010318,A
3,A50.3 晩期先天梅毒性眼障害,010323,010318,A
3,A50.4 晩期先天神経梅毒[若年(性)神経梅毒],010324,010318,A
3,A50.5 その他の晩期先天梅毒,顕症,010325,010318,A
3,A50.6 晩期先天梅毒,潜伏性,010326,010318,A
3,A50.7 晩期先天梅毒,詳細不明,010327,010318,A
3,A50.9 先天梅毒,詳細不明,010328,010318,A
3,A51 早期梅毒,010329,010318,A
3,A51.0 第1期性器梅毒,010330,010318,A
3,A51.1 第1期肛門梅毒,010331,010318,A
3,A51.2 その他の部位の第1期梅毒,010332,010318,A
3,A51.3 皮膚及び粘膜の第2期梅毒,010333,010318,A
3,A51.4 その他の第2期梅毒,010334,010318,A
3,A51.5 早期梅毒,潜伏性,010335,010318,A
3,A51.9 早期梅毒,詳細不明,010336,010318,A
3,A52 晩期梅毒,010337,010318,A
3,A52.0† 心血管梅毒,010338,010318,A
3,A52.1 症候性神経梅毒,010339,010318,A
3,A52.2 無症候性神経梅毒,010340,010318,A
3,A52.3 神経梅毒,詳細不明,010341,010318,A
3,A52.7 その他の症候性晩期梅毒,010342,010318,A
3,A52.8 晩期梅毒,潜伏性,010343,010318,A
3,A52.9 晩期梅毒,詳細不明,010344,010318,A
3,A53 その他及び詳細不明の梅毒,010345,010318,A
3,A53.0 潜伏(性)梅毒,早期か晩期か不明,010346,010318,A
3,A53.9 梅毒,詳細不明,010347,010318,A
3,A54 淋菌感染症,010348,010318,A
3,A54.0 下部尿路性器の淋菌感染症,尿道周囲膿瘍又は副腺膿瘍を伴わないもの,010349,010318,A
3,A54.1 下部尿路性器の淋菌感染症,尿道周囲膿瘍及び副腺膿瘍を伴うもの,010350,010318,A
3,A54.2 淋菌性骨盤腹膜炎及びその他の淋菌性腎尿路生殖器感染症,010351,010318,A
3,A54.3 眼の淋菌感染症,010352,010318,A
3,A54.4† 筋骨格系の淋菌感染症,010353,010318,A
3,A54.5 淋菌性咽頭炎,010354,010318,A
3,A54.6 肛門及び直腸の淋菌感染症,010355,010318,A
3,A54.8 その他の淋菌感染症,010356,010318,A
3,A54.9 淋菌感染症,詳細不明,010357,010318,A
3,A55 クラミジア性リンパ肉芽腫(性病性),010358,010318,A
3,A56 その他の性的伝播性クラミジア疾患,010359,010318,A
3,A56.0 下部尿路性器のクラミジア感染症,010360,010318,A
3,A56.1 骨盤腹膜及びその他の腎尿路生殖器のクラミジア感染症,010361,010318,A
3,A56.2 尿路性器のクラミジア感染症,詳細不明,010362,010318,A
3,A56.3 肛門及び直腸のクラミジア感染症,010363,010318,A
3,A56.4 咽頭のクラミジア感染症,010364,010318,A
3,A56.8 その他の部位の性的伝播性クラミジア感染症,010365,010318,A
3,A57 軟性下疳,010366,010318,A
3,A58 そけい〈鼠径〉(部)肉芽腫,010367,010318,A
3,A59 トリコモナス症,010368,010318,A
3,A59.0 泌尿生殖器トリコモナス症,010369,010318,A
3,A59.8 その他の部位のトリコモナス症,010370,010318,A
3,A59.9 トリコモナス症,詳細不明,010371,010318,A
3,A60 肛門性器ヘルペスウイルス[単純ヘルペス]感染症,010372,010318,A
3,A60.0 性器及び尿路のヘルペスウイルス感染症,010373,010318,A
3,A60.1 肛門周囲皮膚及び直腸のヘルペスウイルス感染症,010374,010318,A
3,A60.9 肛門性器ヘルペスウイルス感染症,詳細不明,010375,010318,A
3,A63 主として性的伝播様式をとるその他の感染症,他に分類されないもの,010376,010318,A
3,A63.0 肛門性器(性病性)いぼ〈疣〉〈疣贅〉,010377,010318,A
3,A63.8 主として性的伝播様式をとるその他の明示された感染症,010378,010318,A
3,A64 性的伝播様式をとる詳細不明の感染症,010379,010318,A
2,(A65-A69) その他のスピロヘータ疾患(A65-A69),010380,010002,A
3,A65 非性病性梅毒,010381,010380,A
3,A66 フランベジア〈yaws〉,010382,010380,A
3,A66.0 初期フランベジア〈yaws〉病変,010383,010380,A
3,A66.1 多発(性)乳頭腫及びウエットクラブフランベジア〈wet crab yaws〉,010384,010380,A
3,A66.2 その他のフランベジア〈yaws〉性早期皮膚病変,010385,010380,A
3,A66.3 フランベジア〈yaws〉性(過)角化症〈角質増殖症〉,010386,010380,A
3,A66.4 フランベジア〈yaws〉性ゴム腫及び潰瘍,010387,010380,A
3,A66.5 ガンゴザ〈gangosa〉,010388,010380,A
3,A66.6 フランベジア〈yaws〉性骨及び関節病変,010389,010380,A
3,A66.7 その他のフランベジア〈yaws〉の症状発現,010390,010380,A
3,A66.8 潜伏フランベジア〈yaws〉,010391,010380,A
3,A66.9 フランベジア〈yaws〉,詳細不明,010392,010380,A
3,A67 ピンタ〈pinta〉[カラート〈carate〉],010393,010380,A
3,A67.0 初期ピンタ〈pinta〉病変,010394,010380,A
3,A67.1 中期ピンタ〈pinta〉病変,010395,010380,A
3,A67.2 晩期ピンタ〈pinta〉病変,010396,010380,A
3,A67.3 ピンタ〈pinta〉の混合型病変,010397,010380,A
3,A67.9 ピンタ〈pinta〉,詳細不明,010398,010380,A
3,A68 回帰熱,010399,010380,A
3,A68.0 シラミ媒介性回帰熱,010400,010380,A
3,A68.1 ダニ媒介性回帰熱,010401,010380,A
3,A68.9 回帰熱,詳細不明,010402,010380,A
3,A69 その他のスピロヘータ感染症,010403,010380,A
3,A69.0 え〈壊〉死性潰瘍性口内炎,010404,010380,A
3,A69.1 その他のヴァンサン〈Vincent〉感染症,010405,010380,A
3,A69.2 ライム〈Lyme〉病,010406,010380,A
3,A69.8 その他の明示されたスピロヘータ感染症,010407,010380,A
3,A69.9 スピロヘータ感染症,詳細不明,010408,010380,A
2,(A70-A74) クラミジアによるその他の疾患(A70-A74),010409,010002,A
3,A70 オウム病クラミジア感染症,010410,010409,A
3,A71 トラコーマ,010411,010409,A
3,A71.0 初期トラコーマ,010412,010409,A
3,A71.1 活動期トラコーマ,010413,010409,A
3,A71.9 トラコーマ,詳細不明,010414,010409,A
3,A74 クラミジアによるその他の疾患,010415,010409,A
3,A74.0† クラミジア結膜炎(H13.1*),010416,010409,A
3,A74.8 その他のクラミジア疾患,010417,010409,A
3,A74.9 クラミジア感染症,詳細不明,010418,010409,A
2,(A75-A79) リケッチア症(A75-A79),010419,010002,A
3,A75 発疹チフス,010420,010419,A
3,A75.0 発疹チフスリケッチアによる流行性シラミ媒介性発疹チフス,010421,010419,A
3,A75.1 再燃発疹チフス[ブリル〈Brill〉病],010422,010419,A
3,A75.2 発疹熱リケッチアによる発疹チフス,010423,010419,A
3,A75.3 つつが〈恙〉虫病リケッチアによる発疹チフス,010424,010419,A
3,A75.9 発疹チフス,詳細不明,010425,010419,A
3,A77 紅斑熱[マダニ媒介リケッチア症],010426,010419,A
3,A77.0 リケッチア　リケッチイによる紅斑熱,010427,010419,A
3,A77.0A ロッキー山紅斑熱,010428,010419,A
3,A77.0B その他,010429,010419,A
3,A77.1 リケッチア　コノリイによる紅斑熱,010430,010419,A
3,A77.2 リケッチア　シベリカによる紅斑熱,010431,010419,A
3,A77.3 リケッチア　オーストラリスによる紅斑熱,010432,010419,A
3,A77.8 その他の紅斑熱,010433,010419,A
3,A77.8a 日本紅斑熱〈リケッチア　ジャポニカによる紅斑熱〉,010434,010419,A
3,A77.8b その他の紅斑熱,010435,010419,A
3,A77.9 紅斑熱,詳細不明,010436,010419,A
3,A78 Q熱,010437,010419,A
3,A79 その他のリケッチア症,010438,010419,A
3,A79.0 塹壕熱,010439,010419,A
3,A79.1 リケッチア　アカリによるリケッチア痘,010440,010419,A
3,A79.8 その他の明示されたリケッチア症,010441,010419,A
3,A79.9 リケッチア症,詳細不明,010442,010419,A
2,(A80-A89) 中枢神経系のウイルス感染症(A80-A89),010443,010002,A
3,A80 急性灰白髄炎〈ポリオ〉,010444,010443,A
3,A80.0 急性麻痺性灰白髄炎〈ポリオ〉,ワクチン関連,010445,010443,A
3,A80.1 急性麻痺性灰白髄炎〈ポリオ〉,輸入野生株,010446,010443,A
3,A80.2 急性麻痺性灰白髄炎〈ポリオ〉,国内野生株,010447,010443,A
3,A80.3 急性麻痺性灰白髄炎〈ポリオ〉,その他及び詳細不明,010448,010443,A
3,A80.4 急性非麻痺性灰白髄炎〈ポリオ〉,010449,010443,A
3,A80.9 急性灰白髄炎〈ポリオ〉,詳細不明,010450,010443,A
3,A81 中枢神経系の非定型ウイルス感染症,010451,010443,A
3,A81.0 クロイツフェルト・ヤコブ〈Creutzfeldt-Jakob〉病,010452,010443,A
3,A81.1 亜急性硬化性全脳炎〈SSPE〉,010453,010443,A
